camera_id,frame,vehicle_id,x1,y1,x2,y2
camera_0001,194,10,251,462,331,507
camera_0001,195,2,775,251,855,296
camera_0001,195,4,990,438,1070,483
camera_0001,195,5,477,394,557,439
camera_0001,195,7,191,290,271,335
camera_0001,195,8,12,229,92,274
camera_0001,195,10,258,462,338,507
camera_0001,196,2,781,251,861,296
camera_0001,196,4,996,438,1076,483
camera_0001,196,5,484,394,564,439
camera_0001,196,7,203,290,283,335
camera_0001,196,8,20,229,100,274
camera_0001,196,10,266,462,346,507
camera_0001,197,2,787,251,867,296
camera_0001,197,4,1001,438,1081,483
camera_0001,197,5,490,394,570,439
camera_0001,197,7,215,290,295,335
camera_0001,197,8,27,229,107,274
camera_0001,197,10,273,462,353,507
camera_0001,198,2,793,251,873,296
camera_0001,198,4,1007,438,1087,483
camera_0001,198,5,497,394,577,439
camera_0001,198,7,227,290,307,335
camera_0001,198,8,35,229,115,274
camera_0001,198,10,281,462,361,507
camera_0001,199,2,799,251,879,296
camera_0001,199,4,1013,438,1093,483
camera_0001,199,5,504,394,584,439
camera_0001,199,7,238,290,318,335
camera_0001,199,8,43,229,123,274
camera_0001,199,10,288,462,368,507
camera_0001,200,2,805,251,885,296
camera_0001,200,4,1019,438,1099,483
camera_0001,200,5,510,394,590,439
camera_0001,200,7,250,290,330,335
camera_0001,200,8,50,229,130,274
camera_0001,200,10,296,462,376,507
camera_0001,201,2,811,251,891,296
camera_0001,201,4,1025,438,1105,483
camera_0001,201,5,517,394,597,439
camera_0001,201,7,262,290,342,335
camera_0001,201,8,58,229,138,274
camera_0001,201,10,303,462,383,507
camera_0001,202,2,817,251,897,296
camera_0001,202,4,1031,438,1111,483
camera_0001,202,5,524,394,604,439
camera_0001,202,7,274,290,354,335
camera_0001,202,8,66,229,146,274
camera_0001,202,10,311,462,391,507
camera_0001,203,2,823,251,903,296
camera_0001,203,4,1037,438,1117,483
camera_0001,203,5,531,394,611,439
camera_0001,203,7,286,290,366,335
camera_0001,203,8,73,229,153,274
camera_0001,203,10,318,462,398,507
camera_0001,204,2,829,251,909,296
camera_0001,204,4,1043,438,1123,483
camera_0001,204,5,537,394,617,439
camera_0001,204,7,297,290,377,335
camera_0001,204,8,81,229,161,274
camera_0001,204,10,326,462,406,507
camera_0001,205,2,835,251,915,296
camera_0001,205,4,1048,438,1128,483
camera_0001,205,5,544,394,624,439
camera_0001,205,7,309,290,389,335
camera_0001,205,8,89,229,169,274
camera_0001,205,10,334,462,414,507
camera_0001,206,2,841,251,921,296
camera_0001,206,4,1054,438,1134,483
camera_0001,206,5,551,394,631,439
camera_0001,206,7,321,290,401,335
camera_0001,206,8,97,229,177,274
camera_0001,206,10,341,462,421,507
camera_0001,207,2,847,251,927,296
camera_0001,207,4,1060,438,1140,483
camera_0001,207,5,557,394,637,439
camera_0001,207,7,333,290,413,335
camera_0001,207,8,104,229,184,274
camera_0001,207,10,349,462,429,507
camera_0001,208,2,853,251,933,296
camera_0001,208,4,1066,438,1146,483
camera_0001,208,5,564,394,644,439
camera_0001,208,7,345,290,425,335
camera_0001,208,8,112,229,192,274
camera_0001,208,10,356,462,436,507
camera_0001,209,2,859,251,939,296
camera_0001,209,4,1072,438,1152,483
camera_0001,209,5,571,394,651,439
camera_0001,209,7,356,290,436,335
camera_0001,209,8,120,229,200,274
camera_0001,209,10,364,462,444,507
camera_0001,210,2,865,251,945,296
camera_0001,210,4,1078,438,1158,483
camera_0001,210,5,578,394,658,439
camera_0001,210,7,368,290,448,335
camera_0001,210,8,127,229,207,274
camera_0001,210,10,371,462,451,507
camera_0001,211,2,871,251,951,296
camera_0001,211,4,1084,438,1164,483
camera_0001,211,5,584,394,664,439
camera_0001,211,7,380,290,460,335
camera_0001,211,8,135,229,215,274
camera_0001,211,10,379,462,459,507
camera_0001,212,2,877,251,957,296
camera_0001,212,4,1090,438,1170,483
camera_0001,212,5,591,394,671,439
camera_0001,212,7,392,290,472,335
camera_0001,212,8,143,229,223,274
camera_0001,212,10,386,462,466,507
camera_0001,213,2,883,251,963,296
camera_0001,213,4,1095,438,1175,483
camera_0001,213,5,598,394,678,439
camera_0001,213,7,404,290,484,335
camera_0001,213,8,150,229,230,274
camera_0001,213,10,394,462,474,507
camera_0001,214,2,889,251,969,296
camera_0001,214,4,1101,438,1181,483
camera_0001,214,5,605,394,685,439
camera_0001,214,7,416,290,496,335
camera_0001,214,8,158,229,238,274
camera_0001,214,10,401,462,481,507
camera_0001,215,2,895,251,975,296
camera_0001,215,4,1107,438,1187,483
camera_0001,215,5,611,394,691,439
camera_0001,215,7,427,290,507,335
camera_0001,215,8,166,229,246,274
camera_0001,215,10,409,462,489,507
camera_0001,216,2,901,251,981,296
camera_0001,216,4,1113,438,1193,483
camera_0001,216,5,618,394,698,439
camera_0001,216,6,-80,261,0,306
camera_0001,216,7,439,290,519,335
camera_0001,216,8,173,229,253,274
camera_0001,216,10,416,462,496,507
camera_0001,217,2,907,251,987,296
camera_0001,217,4,1119,438,1199,483
camera_0001,217,5,625,394,705,439
camera_0001,217,6,-72,261,8,306
camera_0001,217,7,451,290,531,335
camera_0001,217,8,181,229,261,274
camera_0001,217,10,424,462,504,507
camera_0001,218,2,913,251,993,296
camera_0001,218,4,1125,438,1205,483
camera_0001,218,5,631,394,711,439
camera_0001,218,6,-64,261,16,306
camera_0001,218,7,463,290,543,335
camera_0001,218,8,189,229,269,274
camera_0001,218,10,431,462,511,507
camera_0001,219,2,919,251,999,296
camera_0001,219,4,1131,438,1211,483
camera_0001,219,5,638,394,718,439
camera_0001,219,6,-56,261,24,306
camera_0001,219,7,475,290,555,335
camera_0001,219,8,197,229,277,274
camera_0001,219,10,439,462,519,507
camera_0001,220,2,925,251,1005,296
camera_0001,220,4,1137,438,1217,483
camera_0001,220,5,645,394,725,439
camera_0001,220,6,-49,261,31,306
camera_0001,220,7,486,290,566,335
camera_0001,220,8,204,229,284,274
camera_0001,220,10,446,462,526,507
camera_0001,221,2,931,251,1011,296
camera_0001,221,4,1143,438,1223,483
camera_0001,221,5,652,394,732,439
camera_0001,221,6,-41,261,39,306
camera_0001,221,7,498,290,578,335
camera_0001,221,8,212,229,292,274
camera_0001,221,10,454,462,534,507
camera_0001,222,2,937,251,1017,296
camera_0001,222,4,1148,438,1228,483
camera_0001,222,5,658,394,738,439
camera_0001,222,6,-33,261,47,306
camera_0001,222,7,510,290,590,335
camera_0001,222,8,220,229,300,274
camera_0001,222,10,461,462,541,507
camera_0001,223,2,943,251,1023,296
camera_0001,223,4,1154,438,1234,483
camera_0001,223,5,665,394,745,439
camera_0001,223,6,-25,261,55,306
camera_0001,223,7,522,290,602,335
camera_0001,223,8,227,229,307,274
camera_0001,223,10,469,462,549,507
camera_0001,224,2,948,251,1028,296
camera_0001,224,4,1160,438,1240,483
camera_0001,224,5,672,394,752,439
camera_0001,224,6,-18,261,62,306
camera_0001,224,7,534,290,614,335
camera_0001,224,8,235,229,315,274
camera_0001,224,10,477,462,557,507
camera_0001,225,2,954,251,1034,296
camera_0001,225,4,1166,438,1246,483
camera_0001,225,5,678,394,758,439
camera_0001,225,6,-10,261,70,306
camera_0001,225,7,545,290,625,335
camera_0001,225,8,243,229,323,274
camera_0001,225,10,484,462,564,507
camera_0001,226,2,960,251,1040,296
camera_0001,226,4,1172,438,1252,483
camera_0001,226,5,685,394,765,439
camera_0001,226,6,-2,261,78,306
camera_0001,226,7,557,290,637,335
camera_0001,226,8,250,229,330,274
camera_0001,226,10,492,462,572,507
camera_0001,227,2,966,251,1046,296
camera_0001,227,4,1178,438,1258,483
camera_0001,227,5,692,394,772,439
camera_0001,227,6,5,261,85,306
camera_0001,227,7,569,290,649,335
camera_0001,227,8,258,229,338,274
camera_0001,227,10,499,462,579,507
camera_0001,228,2,972,251,1052,296
camera_0001,228,4,1184,438,1264,483
camera_0001,228,5,699,394,779,439
camera_0001,228,6,12,261,92,306
camera_0001,228,7,581,290,661,335
camera_0001,228,8,266,229,346,274
camera_0001,228,10,507,462,587,507
camera_0001,229,2,978,251,1058,296
camera_0001,229,4,1190,438,1270,483
camera_0001,229,5,705,394,785,439
camera_0001,229,6,20,261,100,306
camera_0001,229,7,593,290,673,335
camera_0001,229,8,274,229,354,274
camera_0001,229,10,514,462,594,507
camera_0001,230,2,984,251,1064,296
camera_0001,230,4,1195,438,1275,483
camera_0001,230,5,712,394,792,439
camera_0001,230,6,28,261,108,306
camera_0001,230,7,605,290,685,335
camera_0001,230,8,281,229,361,274
camera_0001,230,10,522,462,602,507
camera_0001,231,2,990,251,1070,296
camera_0001,231,4,1201,438,1281,483
camera_0001,231,5,719,394,799,439
camera_0001,231,6,36,261,116,306
camera_0001,231,7,616,290,696,335
camera_0001,231,8,289,229,369,274
camera_0001,231,10,529,462,609,507
camera_0001,232,2,996,251,1076,296
camera_0001,232,4,1207,438,1287,483
camera_0001,232,5,725,394,805,439
camera_0001,232,6,43,261,123,306
camera_0001,232,7,628,290,708,335
camera_0001,232,8,297,229,377,274
camera_0001,232,10,537,462,617,507
camera_0001,233,2,1002,251,1082,296
camera_0001,233,4,1213,438,1293,483
camera_0001,233,5,732,394,812,439
camera_0001,233,6,51,261,131,306
camera_0001,233,7,640,290,720,335
camera_0001,233,8,304,229,384,274
camera_0001,233,10,544,462,624,507
camera_0001,234,2,1008,251,1088,296
camera_0001,234,4,1219,438,1299,483
camera_0001,234,5,739,394,819,439
camera_0001,234,6,59,261,139,306
camera_0001,234,7,652,290,732,335
camera_0001,234,8,312,229,392,274
camera_0001,234,10,552,462,632,507
camera_0001,235,2,1014,251,1094,296
camera_0001,235,4,1225,438,1305,483
camera_0001,235,5,746,394,826,439
camera_0001,235,6,67,261,147,306
camera_0001,235,7,664,290,744,335
camera_0001,235,8,320,229,400,274
camera_0001,235,10,559,462,639,507
camera_0001,236,2,1020,251,1100,296
camera_0001,236,4,1231,438,1311,483
camera_0001,236,5,752,394,832,439
camera_0001,236,6,74,261,154,306
camera_0001,236,7,675,290,755,335
camera_0001,236,8,327,229,407,274
camera_0001,236,10,567,462,647,507
camera_0001,237,2,1026,251,1106,296
camera_0001,237,4,1237,438,1317,483
camera_0001,237,5,759,394,839,439
camera_0001,237,6,82,261,162,306
camera_0001,237,7,687,290,767,335
camera_0001,237,8,335,229,415,274
camera_0001,237,10,574,462,654,507
camera_0001,238,2,1032,251,1112,296
camera_0001,238,4,1242,438,1322,483
camera_0001,238,5,766,394,846,439
camera_0001,238,6,90,261,170,306
camera_0001,238,7,699,290,779,335
camera_0001,238,8,343,229,423,274
camera_0001,238,10,582,462,662,507
camera_0001,239,2,1038,251,1118,296
camera_0001,239,4,1248,438,1328,483
camera_0001,239,5,772,394,852,439
camera_0001,239,6,98,261,178,306
camera_0001,239,7,711,290,791,335
camera_0001,239,8,351,229,431,274
camera_0001,239,10,589,462,669,507
camera_0001,240,2,1044,251,1124,296
camera_0001,240,4,1254,438,1334,483
camera_0001,240,5,779,394,859,439
camera_0001,240,6,105,261,185,306
camera_0001,240,7,723,290,803,335
camera_0001,240,8,358,229,438,274
camera_0001,240,10,597,462,677,507
camera_0001,241,2,1050,251,1130,296
camera_0001,241,4,1260,438,1340,483
camera_0001,241,5,786,394,866,439
camera_0001,241,6,113,261,193,306
camera_0001,241,7,734,290,814,335
camera_0001,241,8,366,229,446,274
camera_0001,241,10,605,462,685,507
camera_0001,242,2,1056,251,1136,296
camera_0001,242,4,1266,438,1346,483
camera_0001,242,5,793,394,873,439
camera_0001,242,6,121,261,201,306
camera_0001,242,7,746,290,826,335
camera_0001,242,8,374,229,454,274
camera_0001,242,10,612,462,692,507
camera_0001,243,2,1062,251,1142,296
camera_0001,243,4,1272,438,1352,483
camera_0001,243,5,799,394,879,439
camera_0001,243,6,128,261,208,306
camera_0001,243,7,758,290,838,335
camera_0001,243,8,381,229,461,274
camera_0001,243,10,620,462,700,507
camera_0001,244,2,1068,251,1148,296
camera_0001,244,4,1278,438,1358,483
camera_0001,244,5,806,394,886,439
camera_0001,244,6,136,261,216,306
camera_0001,244,7,770,290,850,335
camera_0001,244,8,389,229,469,274
camera_0001,244,10,627,462,707,507
camera_0001,245,2,1074,251,1154,296
camera_0001,245,4,1284,438,1364,483
camera_0001,245,5,813,394,893,439
camera_0001,245,6,144,261,224,306
camera_0001,245,7,782,290,862,335
camera_0001,245,8,397,229,477,274
camera_0001,245,10,635,462,715,507
camera_0001,246,2,1080,251,1160,296
camera_0001,246,4,1290,438,1370,483
camera_0001,246,5,819,394,899,439
camera_0001,246,6,152,261,232,306
camera_0001,246,7,793,290,873,335
camera_0001,246,8,404,229,484,274
camera_0001,246,10,642,462,722,507
camera_0001,247,2,1086,251,1166,296
camera_0001,247,5,826,394,906,439
camera_0001,247,6,159,261,239,306
camera_0001,247,7,805,290,885,335
camera_0001,247,8,412,229,492,274
camera_0001,247,10,650,462,730,507
camera_0001,248,2,1092,251,1172,296
camera_0001,248,5,833,394,913,439
camera_0001,248,6,167,261,247,306
camera_0001,248,7,817,290,897,335
camera_0001,248,8,420,229,500,274
camera_0001,248,10,657,462,737,507
camera_0001,249,2,1098,251,1178,296
camera_0001,249,5,840,394,920,439
camera_0001,249,6,175,261,255,306
camera_0001,249,7,829,290,909,335
camera_0001,249,8,427,229,507,274
camera_0001,249,10,665,462,745,507
camera_0001,250,2,1104,251,1184,296
camera_0001,250,5,846,394,926,439
camera_0001,250,6,183,261,263,306
camera_0001,250,7,841,290,921,335
camera_0001,250,8,435,229,515,274
camera_0001,250,10,672,462,752,507
camera_0001,251,2,1110,251,1190,296
camera_0001,251,5,853,394,933,439
camera_0001,251,6,190,261,270,306
camera_0001,251,7,853,290,933,335
camera_0001,251,8,443,229,523,274
camera_0001,251,10,680,462,760,507
camera_0001,252,2,1116,251,1196,296
camera_0001,252,5,860,394,940,439
camera_0001,252,6,198,261,278,306
camera_0001,252,7,864,290,944,335
camera_0001,252,8,451,229,531,274
camera_0001,252,10,687,462,767,507
camera_0001,253,2,1122,251,1202,296
camera_0001,253,5,866,394,946,439
camera_0001,253,6,206,261,286,306
camera_0001,253,7,876,290,956,335
camera_0001,253,8,458,229,538,274
camera_0001,253,10,695,462,775,507
camera_0001,254,2,1128,251,1208,296
camera_0001,254,5,873,394,953,439
camera_0001,254,6,214,261,294,306
camera_0001,254,7,888,290,968,335
camera_0001,254,8,466,229,546,274
camera_0001,254,10,702,462,782,507
camera_0001,255,2,1134,251,1214,296
camera_0001,255,5,880,394,960,439
camera_0001,255,6,221,261,301,306
camera_0001,255,7,900,290,980,335
camera_0001,255,8,474,229,554,274
camera_0001,255,10,710,462,790,507
camera_0001,256,2,1140,251,1220,296
camera_0001,256,5,887,394,967,439
camera_0001,256,6,229,261,309,306
camera_0001,256,7,912,290,992,335
camera_0001,256,8,481,229,561,274
camera_0001,256,10,717,462,797,507
camera_0001,257,2,1146,251,1226,296
camera_0001,257,5,893,394,973,439
camera_0001,257,6,237,261,317,306
camera_0001,257,7,923,290,1003,335
camera_0001,257,8,489,229,569,274
camera_0001,257,10,725,462,805,507
camera_0001,258,2,1152,251,1232,296
camera_0001,258,5,900,394,980,439
camera_0001,258,6,245,261,325,306
camera_0001,258,7,935,290,1015,335
camera_0001,258,8,497,229,577,274
camera_0001,258,10,732,462,812,507
camera_0001,259,2,1158,251,1238,296
camera_0001,259,5,907,394,987,439
camera_0001,259,6,252,261,332,306
camera_0001,259,7,947,290,1027,335
camera_0001,259,8,504,229,584,274
camera_0001,259,10,740,462,820,507
camera_0001,260,2,1164,251,1244,296
camera_0001,260,5,913,394,993,439
camera_0001,260,6,260,261,340,306
camera_0001,260,7,959,290,1039,335
camera_0001,260,8,512,229,592,274
camera_0001,260,10,748,462,828,507
camera_0001,261,2,1170,251,1250,296
camera_0001,261,5,920,394,1000,439
camera_0001,261,6,268,261,348,306
camera_0001,261,7,971,290,1051,335
camera_0001,261,8,520,229,600,274
camera_0001,261,10,755,462,835,507
camera_0001,262,2,1176,251,1256,296
camera_0001,262,5,927,394,1007,439
camera_0001,262,6,276,261,356,306
camera_0001,262,7,982,290,1062,335
camera_0001,262,8,528,229,608,274
camera_0001,262,10,763,462,843,507
camera_0001,263,2,1182,251,1262,296
camera_0001,263,5,934,394,1014,439
camera_0001,263,6,283,261,363,306
camera_0001,263,7,994,290,1074,335
camera_0001,263,8,535,229,615,274
camera_0001,263,10,770,462,850,507
camera_0001,264,2,1188,251,1268,296
camera_0001,264,5,940,394,1020,439
camera_0001,264,6,291,261,371,306
camera_0001,264,7,1006,290,1086,335
camera_0001,264,8,543,229,623,274
camera_0001,264,10,778,462,858,507
camera_0001,265,2,1194,251,1274,296
camera_0001,265,5,947,394,1027,439
camera_0001,265,6,299,261,379,306
camera_0001,265,7,1018,290,1098,335
camera_0001,265,8,551,229,631,274
camera_0001,265,10,785,462,865,507
camera_0001,266,2,1200,251,1280,296
camera_0001,266,5,954,394,1034,439
camera_0001,266,6,307,261,387,306
camera_0001,266,7,1030,290,1110,335
camera_0001,266,8,558,229,638,274
camera_0001,266,10,793,462,873,507
camera_0001,267,2,1206,251,1286,296
camera_0001,267,5,960,394,1040,439
camera_0001,267,6,314,261,394,306
camera_0001,267,7,1041,290,1121,335
camera_0001,267,8,566,229,646,274
camera_0001,267,10,800,462,880,507
camera_0001,268,2,1212,251,1292,296
camera_0001,268,5,967,394,1047,439
camera_0001,268,6,322,261,402,306
camera_0001,268,7,1053,290,1133,335
camera_0001,268,8,574,229,654,274
camera_0001,268,10,808,462,888,507
camera_0001,269,2,1218,251,1298,296
camera_0001,269,5,974,394,1054,439
camera_0001,269,6,330,261,410,306
camera_0001,269,7,1065,290,1145,335
camera_0001,269,8,581,229,661,274
camera_0001,269,10,815,462,895,507
camera_0001,270,2,1224,251,1304,296
camera_0001,270,5,981,394,1061,439
camera_0001,270,6,337,261,417,306
camera_0001,270,7,1077,290,1157,335
camera_0001,270,8,589,229,669,274
camera_0001,270,10,823,462,903,507
camera_0001,271,2,1230,251,1310,296
camera_0001,271,5,987,394,1067,439
camera_0001,271,6,345,261,425,306
camera_0001,271,7,1089,290,1169,335
camera_0001,271,8,597,229,677,274
camera_0001,271,10,830,462,910,507
camera_0001,272,2,1236,251,1316,296
camera_0001,272,5,994,394,1074,439
camera_0001,272,6,353,261,433,306
camera_0001,272,7,1101,290,1181,335
camera_0001,272,8,605,229,685,274
camera_0001,272,10,838,462,918,507
camera_0001,273,2,1242,251,1322,296
camera_0001,273,5,1001,394,1081,439
camera_0001,273,6,361,261,441,306
camera_0001,273,7,1112,290,1192,335
camera_0001,273,8,612,229,692,274
camera_0001,273,10,845,462,925,507
camera_0001,274,2,1248,251,1328,296
camera_0001,274,5,1007,394,1087,439
camera_0001,274,6,368,261,448,306
camera_0001,274,7,1124,290,1204,335
camera_0001,274,8,620,229,700,274
camera_0001,274,9,-80,415,0,460
camera_0001,274,10,853,462,933,507
camera_0001,275,2,1254,251,1334,296
camera_0001,275,5,1014,394,1094,439
camera_0001,275,6,376,261,456,306
camera_0001,275,7,1136,290,1216,335
camera_0001,275,8,628,229,708,274
camera_0001,275,9,-68,415,12,460
camera_0001,275,10,860,462,940,507
camera_0001,276,2,1260,251,1340,296
camera_0001,276,5,1021,394,1101,439
camera_0001,276,6,384,261,464,306
camera_0001,276,7,1148,290,1228,335
camera_0001,276,8,635,229,715,274
camera_0001,276,9,-57,415,23,460
camera_0001,276,10,868,462,948,507
camera_0001,277,2,1266,251,1346,296
camera_0001,277,5,1028,394,1108,439
camera_0001,277,6,392,261,472,306
camera_0001,277,7,1160,290,1240,335
camera_0001,277,8,643,229,723,274
camera_0001,277,9,-46,415,34,460
camera_0001,277,10,875,462,955,507
camera_0001,278,2,1272,251,1352,296
camera_0001,278,5,1034,394,1114,439
camera_0001,278,6,399,261,479,306
camera_0001,278,7,1171,290,1251,335
camera_0001,278,8,651,229,731,274
camera_0001,278,9,-34,415,46,460
camera_0001,278,10,883,462,963,507
camera_0001,279,2,1278,251,1358,296
camera_0001,279,5,1041,394,1121,439
camera_0001,279,6,407,261,487,306
camera_0001,279,7,1183,290,1263,335
camera_0001,279,8,658,229,738,274
camera_0001,279,9,-23,415,57,460
camera_0001,279,10,891,462,971,507
camera_0001,280,2,1284,251,1364,296
camera_0001,280,5,1048,394,1128,439
camera_0001,280,6,415,261,495,306
camera_0001,280,7,1195,290,1275,335
camera_0001,280,8,666,229,746,274
camera_0001,280,9,-12,415,68,460
camera_0001,280,10,898,462,978,507
camera_0001,281,2,1290,251,1370,296
camera_0001,281,5,1054,394,1134,439
camera_0001,281,6,423,261,503,306
camera_0001,281,7,1207,290,1287,335
camera_0001,281,8,674,229,754,274
camera_0001,281,9,0,415,80,460
camera_0001,281,10,906,462,986,507
camera_0001,282,5,1061,394,1141,439
camera_0001,282,6,430,261,510,306
camera_0001,282,7,1219,290,1299,335
camera_0001,282,8,681,229,761,274
camera_0001,282,9,10,415,90,460
camera_0001,282,10,913,462,993,507
camera_0001,283,5,1068,394,1148,439
camera_0001,283,6,438,261,518,306
camera_0001,283,7,1230,290,1310,335
camera_0001,283,8,689,229,769,274
camera_0001,283,9,21,415,101,460
camera_0001,283,10,921,462,1001,507
camera_0001,284,5,1075,394,1155,439
camera_0001,284,6,446,261,526,306
camera_0001,284,7,1242,290,1322,335
camera_0001,284,8,697,229,777,274
camera_0001,284,9,33,415,113,460
camera_0001,284,10,928,462,1008,507
camera_0001,285,5,1081,394,1161,439
camera_0001,285,6,454,261,534,306
camera_0001,285,7,1254,290,1334,335
camera_0001,285,8,705,229,785,274
camera_0001,285,9,44,415,124,460
camera_0001,285,10,936,462,1016,507
camera_0001,286,5,1088,394,1168,439
camera_0001,286,6,461,261,541,306
camera_0001,286,7,1266,290,1346,335
camera_0001,286,8,712,229,792,274
camera_0001,286,9,55,415,135,460
camera_0001,286,10,943,462,1023,507
camera_0001,287,5,1095,394,1175,439
camera_0001,287,6,469,261,549,306
camera_0001,287,7,1278,290,1358,335
camera_0001,287,8,720,229,800,274
camera_0001,287,9,67,415,147,460
camera_0001,287,10,951,462,1031,507
camera_0001,288,5,1101,394,1181,439
camera_0001,288,6,477,261,557,306
camera_0001,288,7,1290,290,1370,335
camera_0001,288,8,728,229,808,274
camera_0001,288,9,78,415,158,460
camera_0001,288,10,958,462,1038,507
camera_0001,289,5,1108,394,1188,439
camera_0001,289,6,485,261,565,306
camera_0001,289,8,735,229,815,274
camera_0001,289,9,89,415,169,460
camera_0001,289,10,966,462,1046,507
camera_0001,290,5,1115,394,1195,439
camera_0001,290,6,492,261,572,306
camera_0001,290,8,743,229,823,274
camera_0001,290,9,101,415,181,460
camera_0001,290,10,973,462,1053,507
camera_0001,291,5,1122,394,1202,439
camera_0001,291,6,500,261,580,306
camera_0001,291,8,751,229,831,274
camera_0001,291,9,112,415,192,460
camera_0001,291,10,981,462,1061,507
camera_0001,292,5,1128,394,1208,439
camera_0001,292,6,508,261,588,306
camera_0001,292,8,758,229,838,274
camera_0001,292,9,123,415,203,460
camera_0001,292,10,988,462,1068,507
camera_0001,293,5,1135,394,1215,439
camera_0001,293,6,515,261,595,306
camera_0001,293,8,766,229,846,274
camera_0001,293,9,135,415,215,460
camera_0001,293,10,996,462,1076,507
camera_0001,294,5,1142,394,1222,439
camera_0001,294,6,523,261,603,306
camera_0001,294,8,774,229,854,274
camera_0001,294,9,146,415,226,460
camera_0001,294,10,1003,462,1083,507
camera_0001,295,5,1148,394,1228,439
camera_0001,295,6,531,261,611,306
camera_0001,295,8,782,229,862,274
camera_0001,295,9,157,415,237,460
camera_0001,295,10,1011,462,1091,507
camera_0001,296,5,1155,394,1235,439
camera_0001,296,6,539,261,619,306
camera_0001,296,8,789,229,869,274
camera_0001,296,9,169,415,249,460
camera_0001,296,10,1019,462,1099,507
camera_0001,297,5,1162,394,1242,439
camera_0001,297,6,546,261,626,306
camera_0001,297,8,797,229,877,274
camera_0001,297,9,180,415,260,460
camera_0001,297,10,1026,462,1106,507
camera_0001,298,5,1169,394,1249,439
camera_0001,298,6,554,261,634,306
camera_0001,298,8,805,229,885,274
camera_0001,298,9,191,415,271,460
camera_0001,298,10,1034,462,1114,507
camera_0001,299,5,1175,394,1255,439
camera_0001,299,6,562,261,642,306
camera_0001,299,8,812,229,892,274
camera_0001,299,9,203,415,283,460
camera_0001,299,10,1041,462,1121,507
camera_0001,300,5,1182,394,1262,439
camera_0001,300,6,570,261,650,306
camera_0001,300,8,820,229,900,274
camera_0001,300,9,214,415,294,460
camera_0001,300,10,1049,462,1129,507
camera_0001,301,5,1189,394,1269,439
camera_0001,301,6,577,261,657,306
camera_0001,301,8,828,229,908,274
camera_0001,301,9,225,415,305,460
camera_0001,301,10,1056,462,1136,507
camera_0001,302,5,1195,394,1275,439
camera_0001,302,6,585,261,665,306
camera_0001,302,8,835,229,915,274
camera_0001,302,9,237,415,317,460
camera_0001,302,10,1064,462,1144,507
camera_0001,303,5,1202,394,1282,439
camera_0001,303,6,593,261,673,306
camera_0001,303,8,843,229,923,274
camera_0001,303,9,248,415,328,460
camera_0001,303,10,1071,462,1151,507
camera_0001,304,5,1209,394,1289,439
camera_0001,304,6,601,261,681,306
camera_0001,304,8,851,229,931,274
camera_0001,304,9,259,415,339,460
camera_0001,304,10,1079,462,1159,507
camera_0001,305,5,1216,394,1296,439
camera_0001,305,6,608,261,688,306
camera_0001,305,8,858,229,938,274
camera_0001,305,9,270,415,350,460
camera_0001,305,10,1086,462,1166,507
camera_0001,306,5,1222,394,1302,439
camera_0001,306,6,616,261,696,306
camera_0001,306,8,866,229,946,274
camera_0001,306,9,282,415,362,460
camera_0001,306,10,1094,462,1174,507
camera_0001,307,5,1229,394,1309,439
camera_0001,307,6,624,261,704,306
camera_0001,307,8,874,229,954,274
camera_0001,307,9,293,415,373,460
camera_0001,307,10,1101,462,1181,507
camera_0001,308,5,1236,394,1316,439
camera_0001,308,6,632,261,712,306
camera_0001,308,8,882,229,962,274
camera_0001,308,9,304,415,384,460
camera_0001,308,10,1109,462,1189,507
camera_0001,309,5,1242,394,1322,439
camera_0001,309,6,639,261,719,306
camera_0001,309,8,889,229,969,274
camera_0001,309,9,316,415,396,460
camera_0001,309,10,1116,462,1196,507
camera_0001,310,5,1249,394,1329,439
camera_0001,310,6,647,261,727,306
camera_0001,310,8,897,229,977,274
camera_0001,310,9,327,415,407,460
camera_0001,310,10,1124,462,1204,507
camera_0001,311,5,1256,394,1336,439
camera_0001,311,6,655,261,735,306
camera_0001,311,8,905,229,985,274
camera_0001,311,9,338,415,418,460
camera_0001,311,10,1131,462,1211,507
camera_0001,312,5,1263,394,1343,439
camera_0001,312,6,663,261,743,306
camera_0001,312,8,912,229,992,274
camera_0001,312,9,350,415,430,460
camera_0001,312,10,1139,462,1219,507
camera_0001,313,5,1269,394,1349,439
camera_0001,313,6,670,261,750,306
camera_0001,313,8,920,229,1000,274
camera_0001,313,9,361,415,441,460
camera_0001,313,10,1146,462,1226,507
camera_0001,314,5,1276,394,1356,439
camera_0001,314,6,678,261,758,306
camera_0001,314,8,928,229,1008,274
camera_0001,314,9,372,415,452,460
camera_0001,314,10,1154,462,1234,507
camera_0001,315,5,1283,394,1363,439
camera_0001,315,6,686,261,766,306
camera_0001,315,8,935,229,1015,274
camera_0001,315,9,384,415,464,460
camera_0001,315,10,1162,462,1242,507
camera_0001,316,5,1290,394,1370,439
camera_0001,316,6,694,261,774,306
camera_0001,316,8,943,229,1023,274
camera_0001,316,9,395,415,475,460
camera_0001,316,10,1169,462,1249,507
camera_0001,317,6,701,261,781,306
camera_0001,317,8,951,229,1031,274
camera_0001,317,9,406,415,486,460
camera_0001,317,10,1177,462,1257,507
camera_0001,318,6,709,261,789,306
camera_0001,318,8,959,229,1039,274
camera_0001,318,9,418,415,498,460
